player_id,player_name,team,nationality,position,sources
389784,Manuel Keliano,Angola,Angola,Right Defensive Midfield,"[""statsbomb_open_data""]"
27147,Manuel Lanzarote Bruno,Espanyol,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
3595,Manuel Lanzini,West Ham United,Argentina,Left Center Midfield,"[""statsbomb_open_data""]"
7038,Manuel Locatelli,Italy,Italy,Left Center Midfield,"[""statsbomb_open_data""]"
31016,Manuel Luís da Silva Cafumana,Angola,Angola,Center Defensive Midfield,"[""statsbomb_open_data""]"
5221,Manuel Marouan da Costa Trinidade,Morocco,Morocco,Left Center Back,"[""statsbomb_open_data""]"
26688,Manuel Martínez Lara,Tenerife,Spain,Center Defensive Midfield,"[""statsbomb_open_data""]"
136415,Manuel Mbara Sapunga,Equatorial Guinea,Equatorial Guinea,,"[""statsbomb_open_data""]"
11384,Manuel Morlanes Ariño,Villarreal,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
5570,Manuel Neuer,Bayern Munich,Germany,Goalkeeper,"[""statsbomb_open_data""]"
5549,Manuel Obafemi Akanji,Switzerland,Switzerland,Left Center Back,"[""statsbomb_open_data""]"
27242,Manuel Onwu Villafranca,Osasuna,Spain,Left Wing,"[""statsbomb_open_data""]"
26209,Manuel Pablo García Díaz,RC Deportivo La Coruña,Spain,Left Center Back,"[""statsbomb_open_data""]"
11516,Manuel Pasqual,Fiorentina,Italy,Left Back,"[""statsbomb_open_data""]"
7054,Manuel Pucciarelli,Empoli,Italy,Right Center Forward,"[""statsbomb_open_data""]"
25945,Manuel Pérez Rodrigo,Cádiz,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
24083,Manuel Reina Rodríguez,Mallorca,Spain,Goalkeeper,"[""statsbomb_open_data""]"
9095,Manuel Riemann,Bochum,Germany,Goalkeeper,"[""statsbomb_open_data""]"
6743,Manuel Rolando Iturra Urrutia,Granada,Chile,Right Defensive Midfield,"[""statsbomb_open_data""]"
39929,Manuel Sarabia López,Athletic Club,Spain,Center Forward,"[""statsbomb_open_data""]"
8543,Manuel Schmiedebach,Hannover 96,Germany,Right Defensive Midfield,"[""statsbomb_open_data""]"
33339,Manuel Sánchez De La Peña,Atlético Madrid,Spain,Left Back,"[""statsbomb_open_data""]"
397777,Manuel Tomé Portela,Barcelona,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
26679,Manuel Torres Caturla,Málaga,Spain,Left Back,"[""statsbomb_open_data""]"
6771,Manuel Trigueros Muñoz,Villarreal,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
36659,Manuel Ugarte Ribeiro,Uruguay,Uruguay,Left Defensive Midfield,"[""statsbomb_open_data""]"
397762,Manuel Velázquez Villaverde,Real Madrid,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
24507,Manuel del Moral Fernández,Eibar,Spain,Left Center Forward,"[""statsbomb_open_data""]"
10228,Manuela Giugliano,Italy Women's,Italy,Center Defensive Midfield,"[""statsbomb_open_data""]"
49945,Manuela Vanegas Cataño,Colombia Women's,Colombia,Left Back,"[""statsbomb_open_data""]"
10237,Manuela Zinsberger,Arsenal WFC,Austria,Goalkeeper,"[""statsbomb_open_data""]"
124741,Manvir Singh,ATK Mohun Bagan,India,Right Wing,"[""statsbomb_open_data""]"
162757,Manvir Singh,NorthEast United,India,Center Attacking Midfield,"[""statsbomb_open_data""]"
402721,Mapaseka Mpuru,South Africa Women's,South Africa,,"[""statsbomb_open_data""]"
4463,Mapou Yanga-Mbiwa,Lyon,France,Right Center Back,"[""statsbomb_open_data""]"
402124,Mapula Nomvula Kgoale,South Africa Women's,South Africa,Right Center Midfield,"[""statsbomb_open_data""]"
30740,Marash Kumbulla,Albania,Albania,,"[""statsbomb_open_data""]"
3307,Marc Albrighton,Leicester City,England,Left Midfield,"[""statsbomb_open_data""]"
7068,Marc Bartra Aregall,Real Betis,Spain,Center Back,"[""statsbomb_open_data""]"
26807,Marc Bertrán Vilanova,Osasuna,Spain,Right Back,"[""statsbomb_open_data""]"
13108,Marc Cardona Rovira,Eibar,Spain,Center Forward,"[""statsbomb_open_data""]"
147331,Marc Crosas Luque,Barcelona,Spain,,"[""statsbomb_open_data""]"
17620,Marc Cucurella Saseta,Eibar,Spain,Left Wing,"[""statsbomb_open_data""]"
16093,Marc Fernández Gràcia,Mallorca,Spain,Right Back,"[""statsbomb_open_data""]"
34526,Marc Guehi,England,England,Left Center Back,"[""statsbomb_open_data""]"
6560,Marc Muniesa Martínez,Girona,Spain,Left Wing Back,"[""statsbomb_open_data""]"
6756,Marc Navarro Ceciliano,Espanyol,Spain,Right Back,"[""statsbomb_open_data""]"
24269,Marc Pedraza Sarto,Mallorca,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
3646,Marc Pugh,AFC Bournemouth,England,Left Midfield,"[""statsbomb_open_data""]"
6866,Marc Roca Junqué,Espanyol,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
10896,Marc Stendera,Eintracht Frankfurt,Germany,Left Midfield,"[""statsbomb_open_data""]"
26163,Marc Torrejón Moya,Espanyol,Spain,Right Center Back,"[""statsbomb_open_data""]"
26695,Marc Valiente Hernández,Real Valladolid,Spain,Left Center Back,"[""statsbomb_open_data""]"
42429,Marc Vidal,Toulouse,France,,"[""statsbomb_open_data""]"
13848,Marc Wilson,Stoke City,Ireland,Right Back,"[""statsbomb_open_data""]"
20055,Marc-André ter Stegen,Barcelona,Germany,Goalkeeper,"[""statsbomb_open_data""]"
22318,Marc-Aurèle Caillard,Metz,France,Goalkeeper,"[""statsbomb_open_data""]"
47881,Marcel  Hilßner,Werder Bremen,Germany,Left Center Midfield,"[""statsbomb_open_data""]"
8187,Marcel Büchel,Empoli,Liechtenstein,Left Center Midfield,"[""statsbomb_open_data""]"
8525,Marcel Halstenberg,Germany,Germany,Left Wing Back,"[""statsbomb_open_data""]"
9184,Marcel Hartel,FC Köln,Germany,Left Wing,"[""statsbomb_open_data""]"
9401,Marcel Heller,Darmstadt 98,Germany,Right Midfield,"[""statsbomb_open_data""]"
103801,Marcel Papama,Namibia,Namibia,Right Center Midfield,"[""statsbomb_open_data""]"
8823,Marcel Risse,FC Köln,Germany,Right Midfield,"[""statsbomb_open_data""]"
8518,Marcel Sabitzer,Austria,Austria,Left Center Midfield,"[""statsbomb_open_data""]"
11458,Marcel Schmelzer,Borussia Dortmund,Germany,Left Back,"[""statsbomb_open_data""]"
8919,Marcel Schuhen,Darmstadt 98,Germany,Goalkeeper,"[""statsbomb_open_data""]"
40469,Marcel Schäfer,Wolfsburg,Germany,Left Back,"[""statsbomb_open_data""]"
8677,Marcel Tisserand,Toulouse,"Congo, (Kinshasa)",Right Back,"[""statsbomb_open_data""]"
316234,Marcel Łubik,Augsburg,Poland,,"[""statsbomb_open_data""]"
403281,Marcela Restrepo Valencia,Colombia Women's,Colombia,Right Wing,"[""statsbomb_open_data""]"
36532,Marcelino Ignacio Nuñez Espinoza,Chile,Chile,Right Defensive Midfield,"[""statsbomb_open_data""]"
10031,Marcello Gazzola,Sassuolo,Italy,Right Back,"[""statsbomb_open_data""]"
6978,Marcello Trotta,Sassuolo,Italy,Right Midfield,"[""statsbomb_open_data""]"
398666,Marcelo Alejandro Escudero,River Plate,Argentina,Right Center Forward,"[""statsbomb_open_data""]"
28066,Marcelo Alejandro Estigarribia Balmori,Atalanta,Paraguay,Left Wing,"[""statsbomb_open_data""]"
27341,Marcelo Alfonso Díaz Rojas,Celta Vigo,Chile,Left Center Midfield,"[""statsbomb_open_data""]"
25056,Marcelo Amado Djaló Taritolay,Guinea-Bissau,Guinea-Bissau,Left Center Back,"[""statsbomb_open_data""]"
16688,Marcelo Andrés Silva Fernández,Almería,Uruguay,Right Center Back,"[""statsbomb_open_data""]"
398739,Marcelo Antonio Trobbiani Ughetto,Argentina,Argentina,Center Defensive Midfield,"[""statsbomb_open_data""]"
3164,Marcelo Antônio Guedes Filho,Bordeaux,Brazil,Center Back,"[""statsbomb_open_data""]"
397998,Marcelo Bachino,Argentina U20,Argentina,,"[""statsbomb_open_data""]"
5469,Marcelo Brozović,Croatia,Croatia,Center Defensive Midfield,"[""statsbomb_open_data""]"
398660,Marcelo Daniel Gallardo,River Plate,Argentina,Center Attacking Midfield,"[""statsbomb_open_data""]"
161874,Marcelo Flores,Mexico,Mexico,,"[""statsbomb_open_data""]"
187212,Marcelo Leite Pereira,NorthEast United,Brazil,Right Attacking Midfield,"[""statsbomb_open_data""]"
133696,Marcelo Ribeiro dos Santos,East Bengal,Brazil,Center Forward,"[""statsbomb_open_data""]"
223769,Marcelo Sebastián Suárez Justiniano,Bolivia,Bolivia,Left Wing Back,"[""statsbomb_open_data""]"
5552,Marcelo Vieira da Silva Júnior,Real Madrid,Brazil,Left Back,"[""statsbomb_open_data""]"
397772,Marcial Manuel Pina Morales,Barcelona,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
391434,Marciano Sanca Tchami,Guinea-Bissau,Guinea-Bissau,Left Wing,"[""statsbomb_open_data""]"
31030,Marcin Bulka,OGC Nice,Poland,,"[""statsbomb_open_data""]"
7884,Marcin Ryszard Wasilewski,Leicester City,Poland,Right Center Back,"[""statsbomb_open_data""]"
44981,Marco Amelia,Chelsea,Italy,,"[""statsbomb_open_data""]"
7948,Marco Andreolli,Sevilla,Italy,Right Center Back,"[""statsbomb_open_data""]"
130507,Marco Antonio Angulo Solórzano,Cincinnati,Ecuador,,"[""statsbomb_open_data""]"
26046,Marco Antonio Ortega Cotano,Gimnàstic Tarragona,Spain,Left Back,"[""statsbomb_open_data""]"
26223,Marco Antonio Simoes Caneira,Valencia,Portugal,Left Back,"[""statsbomb_open_data""]"
27044,Marco Antônio De Mattos Filho,Udinese,Brazil,Center Defensive Midfield,"[""statsbomb_open_data""]"
397632,Marco Antônio Feliciano,Brazil,Brazil,Left Back,"[""statsbomb_open_data""]"
5719,Marco Asensio Willemsen,Real Madrid,Spain,Right Wing,"[""statsbomb_open_data""]"
20023,Marco Aurélio Brito Dos Prazeres,Real Betis,Turkey,Left Center Midfield,"[""statsbomb_open_data""]"
7149,Marco Benassi,Torino,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
7832,Marco Bizot,Netherlands,Netherlands,Goalkeeper,"[""statsbomb_open_data""]"
8871,Marco Borriello,Carpi,Italy,Center Forward,"[""statsbomb_open_data""]"
31273,Marco Crimi,Bologna,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
8184,Marco D''Alessandro,Atalanta,Italy,Right Wing,"[""statsbomb_open_data""]"
15854,Marco Friedl,Austria,Austria,Center Back,"[""statsbomb_open_data""]"
25426,Marco Gastón Ruben Rodríguez,Recreativo Huelva,Argentina,Center Attacking Midfield,"[""statsbomb_open_data""]"
48169,Marco Grüll,Austria,Austria,,"[""statsbomb_open_data""]"
8824,Marco Höger,Schalke 04,Germany,Right Center Forward,"[""statsbomb_open_data""]"
6317,Marco Jhonfai Fabián De La Mora,Eintracht Frankfurt,Mexico,Center Attacking Midfield,"[""statsbomb_open_data""]"
26714,Marco Jhonnier Pérez Murillo,Real Zaragoza,Colombia,Left Center Back,"[""statsbomb_open_data""]"
19284,Marco Materazzi,Inter Milan,Italy,Center Forward,"[""statsbomb_open_data""]"
27515,Marco Natanel Torsiglieri,Almería,Argentina,Left Center Back,"[""statsbomb_open_data""]"
8173,Marco Parolo,Lazio,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
131170,Marco Pašalić,Croatia,Croatia,,"[""statsbomb_open_data""]"
5559,Marco Reus,Borussia Dortmund,Germany,Center Attacking Midfield,"[""statsbomb_open_data""]"
11819,Marco Richter,FSV Mainz 05,Germany,Left Center Forward,"[""statsbomb_open_data""]"
8812,Marco Russ,Eintracht Frankfurt,Germany,Right Defensive Midfield,"[""statsbomb_open_data""]"
8624,Marco Sahanek,NorthEast United,Austria,Right Attacking Midfield,"[""statsbomb_open_data""]"
400612,Marco Sailer,Darmstadt 98,Germany,Center Attacking Midfield,"[""statsbomb_open_data""]"
23796,Marco Sangalli Fuentes,Real Sociedad,Spain,Left Wing,"[""statsbomb_open_data""]"
7157,Marco Sportiello,Atalanta,Italy,Goalkeeper,"[""statsbomb_open_data""]"
26208,Marco Storari,Juventus,Italy,Goalkeeper,"[""statsbomb_open_data""]"
36158,Marco Tilio,Australia,Australia,,"[""statsbomb_open_data""]"
31769,Marco Toscano,Palermo,Italy,,"[""statsbomb_open_data""]"
8424,Marco Tumminello,AS Roma,Italy,Left Wing,"[""statsbomb_open_data""]"
3166,Marco Verratti,Italy,Italy,Left Center Midfield,"[""statsbomb_open_data""]"
40250,Marco Zambelli,Empoli,Italy,Right Back,"[""statsbomb_open_data""]"
8251,Marco van Ginkel,Stoke City,Netherlands,Right Defensive Midfield,"[""statsbomb_open_data""]"
27184,Marcos Alberto Angeleri,Málaga,Argentina,Right Center Back,"[""statsbomb_open_data""]"
3964,Marcos Alonso Mendoza,Fiorentina,Spain,Left Wing Back,"[""statsbomb_open_data""]"
39924,Marcos Alonso Peña,Barcelona,Spain,Right Midfield,"[""statsbomb_open_data""]"
31235,Marcos André de Sousa Mendonça,Real Valladolid,Brazil,Right Center Forward,"[""statsbomb_open_data""]"
20135,Marcos Antonio Senna da Silva,Villarreal,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
4372,Marcos Aoás Corrêa,Paris Saint-Germain,Brazil,Right Center Back,"[""statsbomb_open_data""]"
5586,Marcos Danilo Ureña Porras,Costa Rica,Costa Rica,Center Forward,"[""statsbomb_open_data""]"
34395,Marcos Evangelista de Moraes,AC Milan,Brazil,Right Back,"[""statsbomb_open_data""]"
7669,Marcos García Barreno,Villarreal,Spain,Left Wing,"[""statsbomb_open_data""]"
26787,Marcos Gullón Ferrera,Racing Santander,Spain,Left Defensive Midfield,"[""statsbomb_open_data""]"
19597,Marcos Javier Acuña,Sevilla,Argentina,Left Back,"[""statsbomb_open_data""]"
23749,Marcos Johan López Lanfranco,Peru,Peru,Left Wing Back,"[""statsbomb_open_data""]"
6840,Marcos Llorente Moreno,Deportivo Alavés,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
24593,Marcos Mauro López Gutiérrez,Cádiz,Argentina,Left Center Back,"[""statsbomb_open_data""]"
35939,Marcos Nikolas Bolados Hidalgo,Chile,Chile,Left Wing,"[""statsbomb_open_data""]"
3218,Marcos Paulo Mesquita Lopes,Sevilla,Portugal,Center Attacking Midfield,"[""statsbomb_open_data""]"
26727,Marcos Sebastián Aguirre,Real Valladolid,Argentina,Right Wing,"[""statsbomb_open_data""]"
27247,Marcos Tébar Ramiro,Almería,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
26451,Marcos dos Santos Assunção,Real Betis,Brazil,Center Attacking Midfield,"[""statsbomb_open_data""]"
20180,Marcus Allbäck,Aston Villa,Sweden,Right Center Forward,"[""statsbomb_open_data""]"
26875,Marcus Andreas Danielsson,Sweden,Sweden,Left Center Back,"[""statsbomb_open_data""]"
40242,Marcus Bent,Leicester City,England,Right Center Forward,"[""statsbomb_open_data""]"
11098,Marcus Berg,Sweden,Sweden,Right Center Forward,"[""statsbomb_open_data""]"
10546,Marcus Browne,West Ham United,England,,"[""statsbomb_open_data""]"
3363,Marcus Coco,Nantes,France,Left Center Forward,"[""statsbomb_open_data""]"
12148,Marcus Forss,Finland,Finland,Right Center Forward,"[""statsbomb_open_data""]"
3318,Marcus Rashford,Manchester United,England,Center Forward,"[""statsbomb_open_data""]"
8293,Marcus Rohdén,Sweden,Sweden,,"[""statsbomb_open_data""]"
2972,Marcus Thuram,France,France,Left Midfield,"[""statsbomb_open_data""]"
7025,Marek Hamšík,Slovakia,Slovakia,Center Attacking Midfield,"[""statsbomb_open_data""]"
17961,Marek Jankulovski,AC Milan,Czech Republic,Left Back,"[""statsbomb_open_data""]"
4152,Marek Rodák,Slovakia,Slovakia,,"[""statsbomb_open_data""]"
10395,Maren Nævdal Mjelde,Chelsea FCW,Norway,Left Defensive Midfield,"[""statsbomb_open_data""]"
131616,Margaret Belemu,Zambia Women's,Zambia,Right Back,"[""statsbomb_open_data""]"
5009,Margaret Purce,Portland Thorns,United States of America,Right Midfield,"[""statsbomb_open_data""]"
387449,Maria Eduarda Ferreira Sampaio,Brazil Women's,Brazil,Left Defensive Midfield,"[""statsbomb_open_data""]"
50711,Maria Edwards,Manchester United,England,,"[""statsbomb_open_data""]"
26089,Maria José Alondra Rojas Pino,Chile Women's,Chile,Right Center Forward,"[""statsbomb_open_data""]"
98450,Maria Kirby,Everton LFC,United States of America,,"[""statsbomb_open_data""]"
45893,Maria Luisa Filangeri,Italy Women's,Italy,,"[""statsbomb_open_data""]"
4636,Maria Thorisdottir,Chelsea FCW,Norway,Right Defensive Midfield,"[""statsbomb_open_data""]"
402914,Mariam Abdulai Toloba,Belgium Women's,Belgium,Left Center Midfield,"[""statsbomb_open_data""]"
34477,Mariana De Los Angeles Benavidez,Costa Rica Women's,Costa Rica,Center Back,"[""statsbomb_open_data""]"
25602,Mariana Valeria Larroquette,Argentina Women's,Argentina,Right Midfield,"[""statsbomb_open_data""]"
26057,Mariano Andrés Pernía,Getafe,Spain,Left Back,"[""statsbomb_open_data""]"
6860,Mariano Damián Barbosa,Villarreal,Argentina,Goalkeeper,"[""statsbomb_open_data""]"
3163,Mariano Díaz Mejía,Real Madrid,Dominican Republic,Left Center Midfield,"[""statsbomb_open_data""]"
21210,Mariano Ferreira Filho,Sevilla,Brazil,Right Wing Back,"[""statsbomb_open_data""]"
397757,Mariano García Remón,Real Madrid,Spain,Goalkeeper,"[""statsbomb_open_data""]"
8655,Mariano Julio Izco,Chievo,Argentina,,"[""statsbomb_open_data""]"
19857,Marians Pahars,Southampton,Latvia,Left Center Midfield,"[""statsbomb_open_data""]"
25614,Marie Aurelle Awona,Cameroon Women's,Cameroon,Right Center Back,"[""statsbomb_open_data""]"
402082,Marie Detruyer,Belgium Women's,Belgium,Left Center Midfield,"[""statsbomb_open_data""]"
19419,Marie Hourihan,Brighton & Hove Albion WFC,Ireland,Goalkeeper,"[""statsbomb_open_data""]"
276903,Marie Minnaert,Belgium Women's,Belgium,Right Back,"[""statsbomb_open_data""]"
46974,Marie Therese Höbinger,Austria Women's,Austria,Left Center Midfield,"[""statsbomb_open_data""]"
15419,Marie-Antoinette Katoto,France Women's,France,Center Forward,"[""statsbomb_open_data""]"
401805,Mariela Campos Alvarado,Costa Rica Women's,Costa Rica,,"[""statsbomb_open_data""]"
25600,Mariela Del Carmen Coronel,Argentina Women's,Argentina,Center Defensive Midfield,"[""statsbomb_open_data""]"
8773,Marin Pongracic,Croatia,Croatia,Left Center Back,"[""statsbomb_open_data""]"
398965,Marin Tufan,Romania,Romania,,"[""statsbomb_open_data""]"
43038,Marina Georgieva,Austria Women's,Austria,Left Center Back,"[""statsbomb_open_data""]"
25491,Marina Hegering,Germany Women's,Germany,Right Center Back,"[""statsbomb_open_data""]"
39933,Marino Magrin,Juventus,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
398069,Mario Alberto Kempes Chiodi,Argentina,Argentina,Left Attacking Midfield,"[""statsbomb_open_data""]"
3371,Mario Barwuah Balotelli,Inter Milan,Italy,Right Center Forward,"[""statsbomb_open_data""]"
26617,Mario Bermejo Castanedo,Celta Vigo,Spain,Left Wing,"[""statsbomb_open_data""]"
40095,Mario Bertini,Inter Milan,Italy,Left Center Back,"[""statsbomb_open_data""]"
26786,Mario Fernández Cuesta,Osasuna,Spain,Goalkeeper,"[""statsbomb_open_data""]"
39731,Mario Frustalupi,Inter Milan,Italy,Left Wing,"[""statsbomb_open_data""]"
6772,Mario Gaspar Pérez Martínez,Villarreal,Spain,Right Back,"[""statsbomb_open_data""]"
5834,Mario Gavranović,Switzerland,Switzerland,Right Center Forward,"[""statsbomb_open_data""]"
39730,Mario Giubertoni,Inter Milan,Italy,Left Center Back,"[""statsbomb_open_data""]"
6853,Mario González Gutiérrez,LAFC,Spain,Center Forward,"[""statsbomb_open_data""]"
26061,Mario Gutiérrez Cotelo,Getafe,Spain,Right Wing,"[""statsbomb_open_data""]"
5565,Mario Gómez García,Bayern Munich,Germany,Left Center Forward,"[""statsbomb_open_data""]"
8227,Mario Götze,Germany,Germany,Center Attacking Midfield,"[""statsbomb_open_data""]"
6790,Mario Hermoso Canseco,Espanyol,Spain,Left Center Back,"[""statsbomb_open_data""]"
49414,Mario Ierardi,Genoa,Italy,,"[""statsbomb_open_data""]"
3951,Mario Lemina,Juventus,Gabon,Center Attacking Midfield,"[""statsbomb_open_data""]"
5472,Mario Mandžukić,Bayern Munich,Croatia,Center Forward,"[""statsbomb_open_data""]"
26235,Mario Martínez Rubio,CD Numancia de Soria,Spain,Right Midfield,"[""statsbomb_open_data""]"
20281,Mario Melchiot,Chelsea,Netherlands,Right Center Back,"[""statsbomb_open_data""]"
49097,Mario Mitaj,Albania,Albania,Left Back,"[""statsbomb_open_data""]"
11603,Mario Pašalić,Elche,Croatia,Left Center Midfield,"[""statsbomb_open_data""]"
397867,Mario Peres Ulibarri,Brazil,Brazil,Left Center Back,"[""statsbomb_open_data""]"
25936,Mario Sebastián Viera Galain,Villarreal,Uruguay,Goalkeeper,"[""statsbomb_open_data""]"
23488,Mario Suárez Mata,Rayo Vallecano,Spain,Left Defensive Midfield,"[""statsbomb_open_data""]"
398164,Mario Velarde Velázquez,Mexico,Mexico,,"[""statsbomb_open_data""]"
13675,Mario Vrančić,Darmstadt 98,Bosnia and Herzegovina,Center Attacking Midfield,"[""statsbomb_open_data""]"
338835,Marion Rey,Switzerland Women's,Switzerland,Left Attacking Midfield,"[""statsbomb_open_data""]"
25446,Marion Torrent,France Women's,France,Right Back,"[""statsbomb_open_data""]"
8873,Marios Oikonomou,Bologna,Greece,Right Center Back,"[""statsbomb_open_data""]"
19866,Maris Verpakovskis,Getafe,Latvia,Left Center Forward,"[""statsbomb_open_data""]"
221890,Marisa Christiane Wilhelmina Olislagers,Netherlands Women's,Netherlands,Left Center Back,"[""statsbomb_open_data""]"
15565,Marisa Ewers,Birmingham City WFC,Germany,Right Defensive Midfield,"[""statsbomb_open_data""]"
276300,Marissa Callaghan,Northern Ireland,Northern Ireland,Left Defensive Midfield,"[""statsbomb_open_data""]"
42207,Marissa Maeve Sheva,Republic of Ireland Women's,Ireland,Left Wing,"[""statsbomb_open_data""]"
401647,Marit Bratberg Lund,Norway Women's,Norway,Left Back,"[""statsbomb_open_data""]"
9133,Marius Bülter,Hoffenheim,Germany,Left Wing Back,"[""statsbomb_open_data""]"
36880,Marius Gersbeck,Hertha Berlin,Germany,,"[""statsbomb_open_data""]"
30913,Marius Mihai Marin,Romania,Romania,Center Defensive Midfield,"[""statsbomb_open_data""]"
26681,Marius Stankevičius,Sevilla,Lithuania,Right Defensive Midfield,"[""statsbomb_open_data""]"
9410,Marius Wolf,Hannover 96,Germany,Left Midfield,"[""statsbomb_open_data""]"
79345,Marjan Radeski,North Macedonia,"Macedonia, Republic of",,"[""statsbomb_open_data""]"
40361,Mark Anthony Delaney,Aston Villa,Wales,Right Back,"[""statsbomb_open_data""]"
16252,Mark Anthony Kaye,Canada,Canada,Left Defensive Midfield,"[""statsbomb_open_data""]"
39789,Mark Bosnich,Manchester United,Australia,Goalkeeper,"[""statsbomb_open_data""]"
18672,Mark Bunn,Aston Villa,England,Goalkeeper,"[""statsbomb_open_data""]"
45964,Mark Crossley,Fulham,Wales,,"[""statsbomb_open_data""]"
25908,Mark Dennis González Hoffmann,Liverpool,Chile,Center Forward,"[""statsbomb_open_data""]"
40380,Mark Fish,Charlton Athletic,South Africa,Left Center Back,"[""statsbomb_open_data""]"
25000,Mark Flekken,Netherlands,Netherlands,,"[""statsbomb_open_data""]"
399711,Mark Hateley,England,England,,"[""statsbomb_open_data""]"
40305,Mark Kennedy,Wolverhampton Wanderers,Ireland,Left Midfield,"[""statsbomb_open_data""]"
364784,Mark Kinsella,Aston Villa,Ireland,Center Defensive Midfield,"[""statsbomb_open_data""]"
18897,Mark McKenzie,United States,United States of America,,"[""statsbomb_open_data""]"
5488,Mark Milligan,Australia,Australia,Left Center Back,"[""statsbomb_open_data""]"
3874,Mark Noble,West Ham United,England,Right Center Midfield,"[""statsbomb_open_data""]"
40289,Mark Pembridge,Everton,Wales,Left Midfield,"[""statsbomb_open_data""]"
40322,Mark Schwarzer,Middlesbrough,Australia,Goalkeeper,"[""statsbomb_open_data""]"
12014,Mark Thomas Harris,Wales,Wales,,"[""statsbomb_open_data""]"
8387,Mark Uth,Hoffenheim,Germany,Center Attacking Midfield,"[""statsbomb_open_data""]"
40373,Mark Viduka,Leeds United,Australia,Right Center Forward,"[""statsbomb_open_data""]"
177427,Mark Zothanpuia,Hyderabad,India,Right Wing,"[""statsbomb_open_data""]"
19296,Mark van Bommel,Bayern Munich,Netherlands,Right Defensive Midfield,"[""statsbomb_open_data""]"
40802,Markel Areitio Cedrún,Eibar,Spain,,"[""statsbomb_open_data""]"
6633,Markel Bergara Larrañaga,Real Sociedad,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
6390,Markel Susaeta Laskurain,Athletic Club,Spain,Right Midfield,"[""statsbomb_open_data""]"
3325,Marko Arnautović,Stoke City,Austria,Left Wing,"[""statsbomb_open_data""]"
26469,Marko Babić,Real Betis,Croatia,Left Back,"[""statsbomb_open_data""]"
40523,Marko Baša,Lille,Montenegro,Left Center Back,"[""statsbomb_open_data""]"
6698,Marko Dmitrović,Eibar,Serbia,Goalkeeper,"[""statsbomb_open_data""]"
3512,Marko Grujić,Serbia,Serbia,Right Center Midfield,"[""statsbomb_open_data""]"
20837,Marko Lešković,Kerala Blasters,Croatia,Left Center Back,"[""statsbomb_open_data""]"
22041,Marko Livaja,Las Palmas,Croatia,Right Midfield,"[""statsbomb_open_data""]"
15962,Marko Marin,Sevilla,Germany,Left Defensive Midfield,"[""statsbomb_open_data""]"
5459,Marko Pjaca,Croatia,Croatia,Center Forward,"[""statsbomb_open_data""]"
7040,Marko Rog,Sevilla,Croatia,Left Defensive Midfield,"[""statsbomb_open_data""]"
15272,Markus Babbel,Blackburn Rovers,Germany,Right Back,"[""statsbomb_open_data""]"
40480,Markus Feulner,Augsburg,Germany,Left Back,"[""statsbomb_open_data""]"
16567,Markus Rosenberg,Racing Santander,Sweden,Center Forward,"[""statsbomb_open_data""]"
27203,Markus Steinhöfer,Real Betis,Germany,Right Back,"[""statsbomb_open_data""]"
3221,Markus Suttner,Ingolstadt,Austria,Left Back,"[""statsbomb_open_data""]"
25551,Marlo Carmen Sweatman,Jamaica Women's,Jamaica,Right Center Midfield,"[""statsbomb_open_data""]"
21168,Marlon Frey,Bayer Leverkusen,Germany,Left Defensive Midfield,"[""statsbomb_open_data""]"
9238,Marlon Ritter,Borussia Mönchengladbach,Germany,,"[""statsbomb_open_data""]"
3362,Marlon Santos da Silva Barbosa,Barcelona,Brazil,Right Center Back,"[""statsbomb_open_data""]"
6896,Marlos Moreno Durán,RC Deportivo La Coruña,Colombia,Center Defensive Midfield,"[""statsbomb_open_data""]"
16811,Marlos Romero Bonfim,Ukraine,Ukraine,Left Wing,"[""statsbomb_open_data""]"
25622,Marlyse Bernadette Ngo Ndoumbouk,Cameroon Women's,Cameroon,Center Forward,"[""statsbomb_open_data""]"
9186,Marnon Busch,FC Heidenheim,Germany,Right Midfield,"[""statsbomb_open_data""]"
50245,Marouane Chamakh,Crystal Palace,Morocco,Center Forward,"[""statsbomb_open_data""]"
3296,Marouane Fellaini-Bakkioui,Manchester United,Belgium,Center Forward,"[""statsbomb_open_data""]"
31308,Marshall Nyasha Munetsi,Stade de Reims,Zimbabwe,Left Center Midfield,"[""statsbomb_open_data""]"
